author,title,sentence,sentence_nr,words,kind
"Alcott, Louisa May",Work: A Story of Experience,As she spoke Mrs Wilkins dished up baked beans Indianpudding and brown bread enough for half a dozen,52961,India,location
"Alcott, Louisa May",Work: A Story of Experience,Without a particle of expression in his yellow face Mr Wilkins nodded to the stranger over the picket fence of his collar lighted his pipe and clumped away to enjoy his afternoon promenade without compromising himself by a single word,53000,Rome,location
"Alcott, Louisa May",Work: A Story of Experience,George Washington the eldest blossom was shearing a resigned kitten Gusty and Ann Eliza were concocting mud pies in the ashes Adelaide Victoria was studying the structure of lampwicks while Daniel Webster and Andrew Jackson were dragging one another in a clothesbasket to the great detriment of the old carpet and still older chariot,53017,Washington,location
"Alcott, Louisa May",Work: A Story of Experience,The clothesbasket was elevated upon two chairs and into it marched the birds of the air and the beasts of the field to judge by the noise and all set sail with Washington at the helm Jackson and Webster plying the clothes and puddingsticks for oars while the young ladies rescued their dolls from the flood and waved their hands to imaginary friends who were not unmindful of the courtesies of life even in the act of drowning,53027,Washington,location
"Alcott, Louisa May",Work: A Story of Experience,Ann Eliza slapped Gusty because she had the biggest bandbox Andrew threatened to chuck Daniel overboard if he continued to trample on the fraternal toes and in the midst of the fray by some unguarded motion Washington capsized the ship and precipitated the patriarchal family into the bosom of the deep,53033,Washington,location
"Alcott, Louisa May",Work: A Story of Experience,With skipping of feet and clapping of hands the eager tribe surrounded the stove and with fear and trembling Christie drew forth a melancholy cinder where like Casablanca the lofty raisin still remained blackened but undaunted at its post,53038,Maine,location
"Alcott, Louisa May",Work: A Story of Experience,Gustys pinafore was in a blaze Ann Eliza was dancing frantically about her sister as if bent on making a suttee of herself while George Washington hung out of window roaring Fire water engine pa with a presence of mind worthy of his sex,53041,Washington,location
"Alcott, Louisa May",Work: A Story of Experience,It was pretty delicate work and Christie liked it for Mrs Wilkins was an adept at her trade and took as much pride and pleasure in it as any French blanchisseuse tripping through the streets of Paris with a tree full of coquettish caps capes and petticoats borne before her by a half invisible boy,53214,Paris,location
"Alcott, Louisa May",Work: A Story of Experience,Would you like to help a Quaker lady with her housework just out of town,53356,Quaker,location
"Alcott, Louisa May",Work: A Story of Experience,She was not disappointed for the dearest of little Quaker ladies opened to her with such an air of peace and goodwill that the veriest ruffian coming to molest or make afraid would have found it impossible to mar the tranquillity of that benign old face or disturb one fold of the soft muslin crossed upon her breast,53450,Quaker,location
"Alcott, Louisa May",Work: A Story of Experience,Mrs Wilkinss kitchen was as neat as a room could be wherein six children came and went but this kitchen was tidy with the immaculate order of which Shakers and Quakers alone seem to possess the secreta fragrant shining cleanliness that made even black kettles ornamental and dishpans objects of interest,53459,Quaker,location
"Alcott, Louisa May",Work: A Story of Experience,Chubby little pitchers appeared delicate old glass queer china and tiny teaspoons linen as smooth as satin and a quaint tankard that might have come over in the Mayflower,53474,China,location
"Alcott, Louisa May",Work: A Story of Experience,The plain border of a Quaker cap encircled that mild old face with bands of silver hair parted on a forehead marked with many lines,53665,Quaker,location
"Alcott, Louisa May",Work: A Story of Experience,But the eyes were clear and sweet winter roses bloomed in the cheeks and an exquisite neatness pervaded the small figure from the trim feet on the stool to the soft shawl folded about the shoulders as only a Quakeress can fold one,53666,Quaker,location
"Alcott, Louisa May",Work: A Story of Experience,Mr Power came now and then for his large parish left him but little time to visit any but the needy,53711,Paris,location
"Alcott, Louisa May",Work: A Story of Experience,You a Quaker and express such a worldly and dreadful wish cried Christie much amused and very grateful that his thoughts had taken a new direction,53886,Quaker,location
"Alcott, Louisa May",Work: A Story of Experience,Blunt and honest domestic and kind hard to get at but true as steel when once won not so brilliant and original as Americans perhaps but more solid and steadfast,53913,America,location
"Alcott, Louisa May",Work: A Story of Experience,You speak as if you had known and studied a great variety of men said David feeling that he need not resent the comparison she had made,53915,Paris,location
"Alcott, Louisa May",Work: A Story of Experience,George Washington suggested leapfrog and the others added equally impracticable requests but Mrs Wilkins settled the matter by saying Lets have some playactin Christie,53942,Washington,location
